,,,,,,,Misc,,,Approx Val,,,Passing,,,,,Rushing,,,Receiving,,,,,,,
Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Int,Sk,College/Univ,
5,183,ATL,Avery Williams,CB,23,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,,,Boise St.,College Stats
5,184,BAL,Ben Mason,FB,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats
6,185,LAC,Nick Niemann,LB,23,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,,Iowa,College Stats
6,186,NYJ,Hamsah Nasirildeen,DB,22,2021,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Florida St.,College Stats
6,187,ATL,Frank Darby,WR,23,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,14,0,,,,Arizona St.,College Stats
6,188,NWE,Joshuah Bledsoe,S,22,,0,0,0,,,,,,,,,,,,,,,,,,Missouri,College Stats
6,189,PHI,Marlon Tuipulotu,DL,22,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,,,USC,College Stats
6,190,CIN,Trey Hill,OL,21,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia,College Stats
6,191,PHI,Tarron Jackson,DE,23,2021,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,,1,Coastal Carolina,College Stats
6,192,DAL,Quinton Bohanna,DT,22,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,,,Kentucky,College Stats
6,193,CAR,Deonte Brown,OL,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats
6,194,SFO,Elijah Mitchell,RB,23,2021,0,0,0,0,0,8,0,0,0,0,0,143,693,4,14,108,0,,,,Louisiana,College Stats
6,195,HOU,Roy Lopez,DL,24,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,,1,Arizona,College Stats
6,196,NYG,Gary Brightwell,RB,22,2021,0,0,0,0,0,10,0,0,0,0,0,1,4,0,1,6,0,2,,,Arizona,College Stats
6,197,NWE,William Sherman,OL,22,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado,College Stats
6,198,LAC,Larry Rountree,RB,22,2021,0,0,0,0,0,9,0,0,0,0,0,36,87,1,1,-1,0,,,,Missouri,College Stats
6,199,MIN,Jaylen Twyman,DL,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats
6,200,NYJ,Brandin Echols,CB,23,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,,,Kentucky,College Stats
6,201,NYG,Rodarius Williams,CB,24,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Oklahoma St.,College Stats
6,202,CIN,Chris Evans,RB,23,2021,0,0,0,0,0,10,0,0,0,0,0,9,41,0,11,127,1,4,,,Michigan,College Stats
6,203,BUF,Marquez Stevenson,WR,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Houston,College Stats
6,204,CAR,Shi Smith,WR,22,2021,0,0,0,0,0,4,0,0,0,0,0,1,-3,0,3,18,0,,,,South Carolina,College Stats
6,205,TEN,Racey McMath,WR,22,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats
6,206,NOR,Landon Young,T,24,2021,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats
6,207,NYJ,Jonathan Marshall,DL,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas,College Stats
6,208,SEA,Stone Forsythe,OL,23,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats
6,209,JAX,Jalen Camp,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Georgia Tech,College Stats
6,210,ARI,Victor Dimukeje,DE,21,2021,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,,,,Duke,College Stats
6,211,CLE,Demetric Felton,RB,23,2021,0,0,0,0,0,11,0,0,0,0,0,6,18,0,13,147,1,2,,,UCLA,College Stats
6,212,BUF,Damar Hamlin,DB,23,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,,,Pittsburgh,College Stats
6,213,BUF,Rachad Wildgoose Jr.,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Wisconsin,College Stats
6,214,GNB,Cole Van Lanen,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Wisconsin,College Stats
6,215,TEN,Brady Breeze,S,,2021,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon,College Stats
6,216,PIT,Quincy Roche,DL,23,2021,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,13,,1,Miami (FL),College Stats
6,217,CHI,Khalil Herbert,RB,23,2021,0,0,0,0,0,11,0,0,0,0,0,90,373,1,9,44,0,,,,Virginia Tech,College Stats
6,218,IND,Sam Ehlinger,QB,22,2021,0,0,0,0,0,2,0,0,0,0,0,2,10,0,0,0,0,,,,Texas,College Stats
6,219,DEN,Seth Williams,WR,21,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
6,220,GNB,Isaiah McDuffie,LB,22,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.,College Stats
6,221,CHI,Dazz Newsome,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina,College Stats
6,222,CAR,Thomas Fletcher,LS,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
6,223,ARI,Tay Gowan,DB,23,2021,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Central Florida,College Stats
6,224,PHI,JaCoby Stevens,S,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
6,225,WAS,Camaron Cheeseman,LS,23,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan,College Stats
6,226,KAN,Trey Smith,OL,22,2021,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee,College Stats
6,227,DAL,Israel Mukuamu,DB,21,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,South Carolina,College Stats
6,228,CHI,Thomas Graham Jr.,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats
7,229,IND,Mike Strachan,WR,24,2021,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,26,0,,,,Charleston (WV),
7,230,LVR,Jimmy Morrissey,OL,23,2021,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh,College Stats
7,231,MIA,Larnel Coleman,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Massachusetts,College Stats
7,232,CAR,Phil Hoskins,DT,24,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,,1,Kentucky,College Stats
7,233,LAR,Jake Funk,RB,23,2021,0,0,0,0,0,6,0,0,0,0,0,1,6,0,0,0,0,1,,,Maryland,College Stats
7,234,PHI,Patrick Johnson,DE,23,2021,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,,,Tulane,College Stats
7,235,CIN,Wyatt Hubert,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.,College Stats
7,236,BUF,Jack Anderson,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech,College Stats
7,237,DEN,Kary Vincent Jr.,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
7,238,DAL,Matt Farniok,G,23,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska,College Stats
7,239,DEN,Jonathon Cooper,DE,23,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,,2,Ohio St.,College Stats
7,240,WAS,William Bradley-King,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Baylor,College Stats
7,241,LAC,Mark Webb,DB,22,2021,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,,,Georgia,College Stats
7,242,NWE,Tre Nixon,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Florida,College Stats
7,243,ARI,James Wiggins,S,24,2021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Cincinnati,College Stats
7,244,MIA,Gerrid Doaks,RB,23,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati,College Stats
7,245,PIT,Tre Norwood,DB,22,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,25,,,Oklahoma,College Stats
7,246,WAS,Shaka Toney,DE,23,2021,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,,1,Penn St.,College Stats
7,247,ARI,Michal Menet,OL,,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
7,248,IND,Will Fries,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats
7,249,LAR,Ben Skowronek,WR,24,2021,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,38,0,5,,,Notre Dame,College Stats
7,250,CHI,Khyiris Tonga,DL,25,2021,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,,,BYU,College Stats
7,251,TAM,Chris Wilcox,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,BYU,College Stats
7,252,LAR,Chris Garrett,DE,23,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Concordia-St.Paul (MN),
7,253,DEN,Marquiss Spencer,DE,24,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi St.,College Stats
7,254,PIT,Pressley Harvin III,P,22,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,,,Georgia Tech,College Stats
7,255,NOR,Kawaan Baker,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,South Alabama,College Stats
7,256,GNB,Kylin Hill,RB,23,2021,0,0,0,0,0,8,0,0,0,0,0,10,24,0,1,5,0,1,,,Mississippi St.,College Stats
7,257,DET,Jermar Jefferson,RB,21,2021,0,0,0,0,0,4,0,0,0,0,0,5,47,2,4,23,0,,,,Oregon St.,College Stats
7,258,WAS,Dax Milne,WR,22,2021,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,71,0,,,,BYU,College Stats
7,259,TAM,Grant Stuard,LB,22,2021,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,,,Houston,College Stats
